speciesID,parentID,t1,p1,seedPerTick,t2,p2,adultPerTick,CNDD,HNDD,Adult,Juvenile,Age
1,-1,9,0.4973170893427802,0.9253213826906753,56,0.45349080370008354,0.9859781581783427,0,0,0,0,
2,-1,9,0.4404978155460497,0.9129315065534356,56,0.5618566137251785,0.9897580136565867,0,0,0,0,
3,-1,9,0.822978939,0.978585433,56,0.5783806160711668,0.9902704428112408,0,0,0,0,
4,-1,9,0.8614240950466338,0.9835623379085294,56,0.7265659302580014,0.9943122005303752,0,0,0,0,
5,-1,9,0.5761491302818869,0.940573563,56,0.47918674329366334,0.9869490389439302,0,0,0,0,
6,-1,9,0.6544467957192561,0.9539851050922435,56,0.8302822748312501,0.996684267,0,0,0,0,
7,-1,9,0.8040403817172082,0.9760573089402071,56,0.4995126573788604,0.9876814603164737,0,0,0,0,
8,-1,9,0.7180002070464431,0.9638597415396416,56,0.47833118253069573,0.9869175445083865,0,0,0,0,
9,-1,9,0.5513105716959783,0.9359793296989868,56,0.46755269224352175,0.9865159633051551,0,0,0,0,
10,-1,9,0.4500797363752234,0.9151169651532264,56,0.6335908420474872,0.9918839733009143,0,0,0,0,
11,-1,9,0.34715631105213374,0.8890930787152516,56,0.5031521656896225,0.987809509,0,0,0,0,
12,-1,9,0.4383883132269938,0.9124446981169101,56,0.7486209586749502,0.9948432972712087,0,0,0,0,
13,-1,9,0.5106958772524735,0.9280547430625996,56,0.8475848061961737,0.9970514202961511,0,0,0,0,
14,-1,9,0.7368640188778497,0.9666411099482403,56,0.7288943423450892,0.9943690121281644,0,0,0,0,
15,-1,9,0.6390834192977006,0.9514704028602936,56,0.6033039509485879,0.9910167684964404,0,0,0,0,
16,-1,9,0.4594355396078609,0.9172113041712546,56,0.5900543187145674,0.9906238633755934,0,0,0,0,
17,-1,9,0.6819495225343201,0.9583585582777011,56,0.45923488699259657,0.9861997961967113,0,0,0,0,
18,-1,9,0.644979863,0.9524418321188968,56,0.7195552608657392,0.9941400591267612,0,0,0,0,
19,-1,9,0.5424914284978372,0.9343037626363898,56,0.8145174351787533,0.9963431411327578,0,0,0,0,
20,-1,9,0.5761991550510476,0.9405826369446829,56,0.524237779,0.9885339223029227,0,0,0,0,
21,-1,9,0.38541998765532914,0.8994824467368464,56,0.5828183581671386,0.9904056136329541,0,0,0,0,
22,-1,9,0.4035815890143189,0.904096096,56,0.6860062488927221,0.9932927989643953,0,0,0,0,
23,-1,9,0.4521789205366361,0.915590222,56,0.5825210372854149,0.9903965890721311,0,0,0,0,
24,-1,9,0.6013808167476095,0.9450636591080377,56,0.7337582271557787,0.9944871146153057,0,0,0,0,
25,-1,9,0.7218786626227489,0.9644368603461153,56,0.5117157552569302,0.9881072492598332,0,0,0,0,
26,-1,9,0.8323999621999636,0.9798238484181503,56,0.6203577303246592,0.9915101904469483,0,0,0,0,
27,-1,9,0.8106929234143658,0.9769513364561468,56,0.8760070818532886,0.9976388436436915,0,0,0,0,
28,-1,9,0.6839480010444571,0.9586702087515679,56,0.4902630860747291,0.9873518628704088,0,0,0,0,
29,-1,9,0.5997192353093859,0.9447731735674914,56,0.7594089736482712,0.9950975063842353,0,0,0,0,
30,-1,9,0.5506732743767736,0.9358590498845519,56,0.7262220481676531,0.9943037949011356,0,0,0,0,
31,-1,9,0.6828176063252099,0.9584940302199711,56,0.6724335370629695,0.9929384081493837,0,0,0,0,
32,-1,9,0.46318908,0.9180409097593443,56,0.45587221883337015,0.986070379,0,0,0,0,
33,-1,9,0.5193550591229215,0.9297901255179832,56,0.5258649970770003,0.9885886314369331,0,0,0,0,
34,-1,9,0.5391589143931195,0.9336643026134079,56,0.5543834676582851,0.9895213827751064,0,0,0,0,
35,-1,9,0.6278899233248504,0.9496041689612981,56,0.6119371432391054,0.9912682432210647,0,0,0,0,
36,-1,9,0.6314600560315183,0.950202589,56,0.6507473913426159,0.9923573237728822,0,0,0,0,
37,-1,9,0.4444842853578903,0.9138458303004685,56,0.6320084569541276,0.9918396829288039,0,0,0,0,
38,-1,9,0.703466054,0.9616720991525226,56,0.579880237,0.9903162339106154,0,0,0,0,
39,-1,9,0.6336135076994422,0.9505620943641068,56,0.5418626492367373,0.9891178097692775,0,0,0,0,
40,-1,9,0.7047698353950215,0.9618699731912906,56,0.6141770645371971,0.9913329201882626,0,0,0,0,
41,-1,9,0.6042148881460879,0.9455574827588542,56,0.36726886089729205,0.9822722138752619,0,0,0,0,
42,-1,9,0.8868710619534077,0.9867490580392869,56,0.4697371162973044,0.9865980793459515,0,0,0,0,
43,-1,9,0.5685874278770716,0.9391938721054607,56,0.6678949338605548,0.9928183336871039,0,0,0,0,
44,-1,9,0.6024378532742984,0.9452480841765877,56,0.44804324174802923,0.9857653992797132,0,0,0,0,
45,-1,9,0.7038738288088892,0.9617340219195416,56,0.6842743925297273,0.9932479644951837,0,0,0,0,
46,-1,9,0.6651081546422762,0.9556995106179421,56,0.7136950652545612,0.9939948980043763,0,0,0,0,
47,-1,9,0.36233702805624624,0.8933312452936208,56,0.3632125168861408,0.9820774264765212,0,0,0,0,
48,-1,9,0.5554686812008401,0.9367610871062517,56,0.7343582506698823,0.9945016307864506,0,0,0,0,
49,-1,9,0.5384163674343043,0.9335213403679476,56,0.467786906,0.9865247857901567,0,0,0,0,
50,-1,9,0.7177640361283028,0.9638245095898518,56,0.6168627747184952,0.991410164,0,0,0,0,
51,-1,9,0.6557023234138332,0.9541882851244348,56,0.5358913014607453,0.9889221037387453,0,0,0,0,
52,-1,9,0.46625488189766234,0.9187140896813334,56,0.786170699,0.9957131197331076,0,0,0,0,
53,-1,9,0.6276355796373976,0.9495614209659047,56,0.3867194305982211,0.9831778172651877,0,0,0,0,
54,-1,9,0.8018519867868182,0.9757617755322101,56,0.6949653702241053,0.9935229729976885,0,0,0,0,
55,-1,9,0.5381227463871375,0.9334647612782623,56,0.5410177984783979,0.9890902494963574,0,0,0,0,
56,-1,9,0.36249833934178666,0.8933754263537852,56,0.7467926660809041,0.9947998590784093,0,0,0,0,
57,-1,9,0.7889800540544782,0.9740088244332508,56,0.5964753504543939,0.990815343,0,0,0,0,
