speciesID,parentID,t1,p1,seedPerTick,t2,p2,adultPerTick,CNDD,HNDD,Adult,Juvenile,Age
617,-1,9,0.8959353975451665,0.9878645722169256,56,0.672539536,0.9929412029691527,0,0,0,0,
618,-1,9,0.501625281,0.9262086315707466,56,0.6047826843996523,0.9910600920925817,0,0,0,0,
619,-1,9,0.5984129047665353,0.9445442919243556,56,0.5730177078478987,0.990105726,0,0,0,0,
620,-1,9,0.528663566,0.931627186,56,0.6275532141897222,0.9917143948453304,0,0,0,0,
621,-1,9,0.48771213977340966,0.9233184361402185,56,0.5986533532279485,0.9908798333703575,0,0,0,0,
622,-1,9,0.5967980202182328,0.9442607339885853,56,0.3567394259167796,0.9817621163817234,0,0,0,0,
623,-1,9,0.4266678102270039,0.9097014258918299,56,0.6664178105136777,0.9927790816249765,0,0,0,0,
624,-1,9,0.6024120026349984,0.9452435773524193,56,0.6053380478275722,0.9910763361352706,0,0,0,0,
625,-1,9,0.515840857,0.9290889699035859,56,0.7498461863437045,0.9948723490450978,0,0,0,0,
626,-1,9,0.889872449,0.9871195454330395,56,0.7508389638620762,0.9948958549444282,0,0,0,0,
627,-1,9,0.550535909,0.9358331080737894,56,0.6051540468760385,0.9910709558412295,0,0,0,0,
628,-1,9,0.5158294941078392,0.9290866958097287,56,0.6343817791314212,0.9919060706307342,0,0,0,0,
629,-1,9,0.4746522421580519,0.9205380112908724,56,0.6592168115262305,0.9925864952127061,0,0,0,0,
630,-1,9,0.5521151439842172,0.9361310036416279,56,0.7403025256866794,0.9946448125962087,0,0,0,0,
631,-1,9,0.8568228385515034,0.9829772083115311,56,0.5571676705040619,0.9896099063433107,0,0,0,0,
632,-1,9,0.671832102,0.9567682394051945,56,0.5418074677552609,0.9891160109569539,0,0,0,0,
633,-1,9,0.6754137909996948,0.9573336508607015,56,0.7266314529158806,0.9943138016802503,0,0,0,0,
634,-1,9,0.6580722970698368,0.9545708734735118,56,0.4265337758210367,0.9848997460891584,0,0,0,0,
635,-1,9,0.5669266790852469,0.938888673,56,0.7671478264999422,0.9952776895710933,0,0,0,0,
636,-1,9,0.7811731903774567,0.9729332298507753,56,0.8146375727985276,0.9963457651585061,0,0,0,0,
637,-1,9,0.5338082085056034,0.9326301946400587,56,0.6365050077050495,0.9919652561910066,0,0,0,0,
638,-1,9,0.6421653712045389,0.951979138,56,0.49480279094241253,0.987514386,0,0,0,0,
639,-1,9,0.7102862242537151,0.9627036071744189,56,0.5306723936840091,0.9887492963144546,0,0,0,0,
640,-1,9,0.48319251771886934,0.9223637886100252,56,0.5503831260425159,0.9893934247538732,0,0,0,0,
641,-1,9,0.8368510031727162,0.9804046197296443,56,0.7033289081359814,0.9937352304260573,0,0,0,0,
642,-1,9,0.5290369456380983,0.9317002724389495,56,0.404726715,0.9839771955617187,0,0,0,0,
643,-1,9,0.6439867776296929,0.9522787772067102,56,0.5070405193132861,0.9879453120136308,0,0,0,0,
644,-1,9,0.639639418,0.9515623421209003,56,0.49111951124757525,0.9873826360143446,0,0,0,0,
645,-1,9,0.5330045074378353,0.9324740715822033,56,0.7056014607310755,0.9937924770598087,0,0,0,0,
