mean,stdev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,1,0.39894228,0.241970725,0.053990967,0.004431849,0.00013383,0.000001485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,0.079788456,0.078208539,0.073654028,0.066644921,0.057938311,0.048394145,0.038837211,0.029945493,0.022184167,0.015790032,0.010798194,0.007094919,0.004478906,0.002716594,0.001583091,0.00088637,0.000476818,0.000246444,0.000122381,5.83895E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,0.039894228,0.039695255,0.03910427,0.038138782,0.036827014,0.035206533,0.033322461,0.031225394,0.028969156,0.026608525,0.024197073,0.021785218,0.019418606,0.017136859,0.014972747,0.01295176,0.011092084,0.009404908,0.007895016,0.006561582,0.005399097,0.00439836,0.00354746,0.002832704,0.002239453,0.00175283,0.001358297,0.001042094,0.000791545,0.000595253,0.000443185,0.000326682,0.000238409,0.000172257,0.000123222,8.72685E-05,,,,,,,,,,,,,,,,
0,15,0.026596152,0.026537115,0.02636079,0.026069513,0.025667125,0.025158882,0.024551343,0.023852229,0.02307026,0.022214974,0.021296534,0.020325529,0.01931277,0.018269098,0.017205189,0.016131382,0.015057522,0.01399282,0.012945737,0.011923895,0.010934005,0.009981831,0.009072166,0.008208835,0.007394723,0.00663181,0.005921231,0.005263344,0.004657805,0.004103654,0.003599398,0.003143105,0.002732484,0.002364973,0.002037814,0.001748126,0.001492969,0.0012694,0.001074524,0.000905532,0.000759733,0.000634582,0.000527697,0.000436869,0.000360071,0.000295457,0.000241363,0.000196298,0.000158939,0.00012812,0.000102819,0.000082148
