speciesID,parentID,t1,p1,seedPerTick,t2,p2,adultPerTick,ns,CNDD,HNDD
53,-1,9,0.7086026107378812,0.96244979230293,56,0.4502032772363545,0.9858500635888814,5,0.15,0.006
54,-1,9,0.6641370771486503,0.9555443710946435,56,0.5688152974079485,0.9899755915171022,5,0.15,0.006
55,-1,9,0.5032406521090904,0.9265395633862251,56,0.6710957748180133,0.9929030988996715,5,0.15,0.006
56,-1,9,0.5151139899076265,0.9289434151288198,56,0.7167209051767881,0.9940699957284155,5,0.15,0.006
57,-1,9,0.7507934521717589,0.9686545924450827,56,0.5586825367507875,0.9896578890992668,5,0.15,0.006
58,-1,9,0.5938185963271577,0.9437357815821856,56,0.574076999661333,0.990138380943122,5,0.15,0.006
59,-1,9,0.4632941484599268,0.9180640458393674,56,0.6416258347509096,0.9921072065903344,5,0.15,0.006
60,-1,9,0.4682107448599023,0.9191414995956585,56,0.5582144874099625,0.9896430774868442,5,0.15,0.006
61,-1,9,0.4824179633158719,0.9221993888901424,56,0.4839294256773703,0.9871226285688668,5,0.15,0.006
62,-1,9,0.6166565564126151,0.9477013160229439,56,0.6529438732436483,0.9924170378051643,5,0.15,0.006
63,-1,9,0.7215405399956752,0.9643866571060523,56,0.6941404903458345,0.9935019026988944,5,0.15,0.006
64,-1,9,0.5832543363009538,0.9418553728926076,56,0.5060223011540282,0.9879098493227771,5,0.15,0.006
65,-1,9,0.4354274631540721,0.911757900566409,56,0.7713133570248293,0.9953739376512183,5,0.15,0.006
66,-1,9,0.5579236411404187,0.9372202001409479,56,0.668091774446283,0.9928235579546995,5,0.15,0.006
67,-1,9,0.6835946549123286,0.9586151655458155,56,0.876378374371135,0.9976463928887969,5,0.15,0.006
68,-1,9,0.5178835876603337,0.9294970514406565,56,0.5257855646671908,0.9885859646809647,5,0.15,0.006
69,-1,9,0.4714198269752239,0.9198393463383253,56,0.3772696814469027,0.9827435737174632,5,0.15,0.006
70,-1,9,0.24308087357767227,0.8545748109427126,56,0.6287028116481387,0.9917468066670097,5,0.15,0.006
71,-1,9,0.5431479023100074,0.9344293184000665,56,0.4173349619363304,0.9845163712630471,5,0.15,0.006
72,-1,9,0.5984748031565856,0.9445551471350317,56,0.4517007172739023,0.9859085231086124,5,0.15,0.006
73,-1,9,0.6190839093220004,0.9481150869503593,56,0.42754854793541813,0.9849415399222152,5,0.15,0.006
74,-1,9,0.7036966753553737,0.96170712417525,56,0.5700231326152952,0.990013090579959,5,0.15,0.006
75,-1,9,0.5702228686544315,0.9394936473546079,56,0.6144566590276028,0.9913409771155994,5,0.15,0.006
76,-1,9,0.4954391339054442,0.9249324880233718,56,0.7483226993375093,0.9948362180790417,5,0.15,0.006
77,-1,9,0.7121734616698815,0.962987484650291,56,0.7220971046717856,0.9942026616701227,5,0.15,0.006
78,-1,9,0.6353608889829818,0.9508530116461797,56,0.6254980938951339,0.9916563070826183,5,0.15,0.006
79,-1,9,0.5365080932055597,0.9331531356322936,56,0.6150278276597666,0.991357424996631,5,0.15,0.006
80,-1,9,0.4344628815515634,0.911533260014856,56,0.5193862537509399,0.9883698123749918,5,0.15,0.006
81,-1,9,0.6864752330049362,0.959063158118697,56,0.6795491571770056,0.9931250679201203,5,0.15,0.006
82,-1,9,0.6304857094855998,0.9500395694098075,56,0.7183063694229328,0.9941092208209168,5,0.15,0.006
83,-1,9,0.7381121157516012,0.9668228945051908,56,0.5697470144598202,0.9900045249615831,5,0.15,0.006
84,-1,9,0.5214314454133072,0.930202427825655,56,0.6929269460357494,0.9934708598150523,5,0.15,0.006
85,-1,9,0.5399097740911893,0.9338086874523343,56,0.3828299123762036,0.9830003583264872,5,0.15,0.006
86,-1,9,0.5880281897034877,0.9427088231539767,56,0.5236214384280262,0.9885131565866121,5,0.15,0.006
87,-1,9,0.6622283370738434,0.9552388418356541,56,0.6013285969463477,0.9909587320266682,5,0.15,0.006
88,-1,9,0.678798445532829,0.9578655140594033,56,0.7184458616901134,0.9941126678510331,5,0.15,0.006
89,-1,9,0.5685258206031015,0.9391825645586218,56,0.7007120779912116,0.9936690858171856,5,0.15,0.006
90,-1,9,0.6303173533146189,0.9500113787965191,56,0.390027076365171,0.9833273545097103,5,0.15,0.006
91,-1,9,0.4249278411061414,0.9092884768320553,56,0.5262208537416764,0.9886005736315442,5,0.15,0.006
92,-1,9,0.5775744409540298,0.940831817738759,56,0.6519396001141254,0.9923897599380433,5,0.15,0.006
93,-1,9,0.3735663645435807,0.8963658603749535,56,0.8200173314428575,0.9964628810556473,5,0.15,0.006
94,-1,9,0.6061569713042518,0.9458946941430186,56,0.7755802731791648,0.9954720004728502,5,0.15,0.006
95,-1,9,0.5690284076356903,0.9392747788059644,56,0.5812822211216692,0.9903589386102746,5,0.15,0.006
96,-1,9,0.4438301058345143,0.913696291045848,56,0.6612106529306915,0.9926400253592998,5,0.15,0.006
97,-1,9,0.5612388611615738,0.9378373527275202,56,0.7152250554001582,0.9940329095278132,5,0.15,0.006
98,-1,9,0.7957630162596412,0.9749356972009748,56,0.53763678783719,0.9889795312632924,5,0.15,0.006
99,-1,9,0.7148966730455037,0.9633959326536657,56,0.7663016896210538,0.9952580761594295,5,0.15,0.006
100,-1,9,0.6887305214837735,0.9594127397807973,56,0.41160459408429456,0.9842733312075435,5,0.15,0.006
101,-1,9,0.7713960033041292,0.9715726144766561,56,0.59556931043409,0.9907884475146181,5,0.15,0.006
102,-1,9,0.794384156735923,0.9747478501304782,56,0.7467839444055905,0.9947996516109209,5,0.15,0.006
103,-1,9,0.575835946234198,0.9405167408138592,56,0.49736934622955553,0.9876056227597165,5,0.15,0.006
104,-1,9,0.5137492374585013,0.9286696303930162,56,0.3279382402241829,0.9802874206554966,5,0.15,0.006
105,-1,9,0.7752199398930892,0.9721065774577949,56,0.6102413840214693,0.9912191239155974,5,0.15,0.006
106,-1,9,0.4107298847023259,0.9058615195320355,56,0.5796401626482949,0.9903089110472288,5,0.15,0.006
107,-1,9,0.830424953868575,0.9795652649288131,56,0.6689045537497206,0.992845113610095,5,0.15,0.006
108,-1,9,0.5477939165338979,0.9353140693447755,56,0.742946845404693,0.9947081447222476,5,0.15,0.006
109,-1,9,0.6252829807785983,0.9491652838891008,56,0.6734223920117481,0.9929644639291201,5,0.15,0.006
110,-1,9,0.5355426315130198,0.9329664044793324,56,0.6775264328096438,0.9930722030289036,5,0.15,0.006
111,-1,9,0.5617616319573129,0.9379343744271145,56,0.526271297043392,0.9886022658165334,5,0.15,0.006
112,-1,9,0.49479420328851614,0.9247986308636007,56,0.638206670418331,0.9920125506823342,5,0.15,0.006
113,-1,9,0.8207339243039148,0.9782884624634698,56,0.44195065139276857,0.9855244175121609,5,0.15,0.006
114,-1,9,0.47361471896223334,0.9203142196887244,56,0.485375406272239,0.9871752214611152,5,0.15,0.006
115,-1,9,0.7327607182229717,0.9660415314677069,56,0.5540219309294894,0.9895098557183991,5,0.15,0.006
116,-1,9,0.6770592818119513,0.957592517789208,56,0.610889640334367,0.9912379170962481,5,0.15,0.006
117,-1,9,0.6503776290302152,0.9533242086504966,56,0.4647795261607919,0.9864111709775559,5,0.15,0.006
118,-1,9,0.5667856395366588,0.9388627168063038,56,0.6452646388529715,0.992207400367464,5,0.15,0.006
119,-1,9,0.8037030034373601,0.9760117940947305,56,0.7537392571906754,0.9949643504743645,5,0.15,0.006
120,-1,9,0.7234568222086193,0.9646709037481105,56,0.4120776907181604,0.984293521951495,5,0.15,0.006
121,-1,9,0.7366712256514754,0.9666130053306946,56,0.5906590329204165,0.9906419834702048,5,0.15,0.006
122,-1,9,0.5665326276918266,0.9388161402067978,56,0.7421543689828263,0.994689187974021,5,0.15,0.006
123,-1,9,0.735712683707466,0.9664731758237612,56,0.7732349549964821,0.9954181658385995,5,0.15,0.006
124,-1,9,0.5162341565910953,0.9291676518261727,56,0.6643395254205373,0.9927237097688799,5,0.15,0.006
125,-1,9,0.7581213953656807,0.9697005440104115,56,0.5683711037493271,0.9899617811842799,5,0.15,0.006
126,-1,9,0.5418828385688229,0.9341872443454311,56,0.5051987233848402,0.9878811142971712,5,0.15,0.006
127,-1,9,0.5291744374495153,0.9317271738081999,56,0.6175328042784822,0.9914293838071785,5,0.15,0.006
128,-1,9,0.6791033945602418,0.9579133177848895,56,0.6939390798841922,0.9934967542404445,5,0.15,0.006
129,-1,9,0.6057041592646245,0.9458161565883554,56,0.5389864147737088,0.9890238093884478,5,0.15,0.006
130,-1,9,0.803653486016868,0.9760051123962998,56,0.6992675850072014,0.993632469925941,5,0.15,0.006
131,-1,9,0.8553739448115661,0.9827923780561033,56,0.6197749348522568,0.9914935492883222,5,0.15,0.006
132,-1,9,0.545632714411066,0.9349033398577052,56,0.4038937280796069,0.9839409952100658,5,0.15,0.006
133,-1,9,0.2709782373475473,0.8649534048712958,56,0.5931239940920127,0.9907156573342477,5,0.15,0.006
134,-1,9,0.3570319707243612,0.8918684268457041,56,0.8374476894341016,0.9968372179232318,5,0.15,0.006
135,-1,9,0.5069854489060572,0.9273031213380876,56,0.5769543583791352,0.9902267835370898,5,0.15,0.006
136,-1,9,0.5902541935992008,0.943104675548637,56,0.6334975417444798,0.9918813648755407,5,0.15,0.006
137,-1,9,0.4189315072850899,0.9078537495156914,56,0.5572099989328592,0.9896112488178095,5,0.15,0.006
138,-1,9,0.8635435191587586,0.9838309254176097,56,0.5652982699536552,0.9898659530359658,5,0.15,0.006
139,-1,9,0.8943810586808949,0.9876740002508254,56,0.8009884535482588,0.9960451847640758,5,0.15,0.006
140,-1,9,0.6166504358493353,0.9477002708722119,56,0.5092877592495203,0.9880233324120617,5,0.15,0.006
141,-1,9,0.5187462070990273,0.9296689496337776,56,0.6599321168776017,0.9926057178169013,5,0.15,0.006
142,-1,9,0.7129736956080037,0.9631076536720464,56,0.41061793899951454,0.9842311494595315,5,0.15,0.006
143,-1,9,0.45954532243931645,0.9172356537028878,56,0.7224855009735328,0.9942122083352859,5,0.15,0.006
144,-1,9,0.687726724390456,0.9592572717628837,56,0.766446356523386,0.9952614310381381,5,0.15,0.006
145,-1,9,0.5196805795820062,0.9298548599576693,56,0.37207336237731004,0.9825002129903662,5,0.15,0.006
146,-1,9,0.7297482968536014,0.9655994506447998,56,0.7267681482868188,0.9943171415915892,5,0.15,0.006
147,-1,9,0.6250479858221036,0.9491256420475352,56,0.8820918697922014,0.9977621671961929,5,0.15,0.006
148,-1,9,0.7206548429430132,0.9642550527701761,56,0.7570228816313688,0.9950415872999387,5,0.15,0.006
149,-1,9,0.5120921265882311,0.9283363248627636,56,0.40047586256240425,0.983791688264163,5,0.15,0.006
150,-1,9,0.46865288545956085,0.9192378995178407,56,0.5927443362304644,0.9907043295634381,5,0.15,0.006
151,-1,9,0.5136038544588709,0.9286404268329952,56,0.6369517826219725,0.9919776854643102,5,0.15,0.006
152,-1,9,0.8444130926900554,0.9813850544960164,56,0.6921142938786823,0.9934500420266988,5,0.15,0.006
153,-1,9,0.607283709620471,0.9460898941014593,56,0.6663940281379244,0.9927784489497301,5,0.15,0.006
154,-1,9,0.7462638327982245,0.968003511406573,56,0.6663197061065661,0.9927764716405827,5,0.15,0.006
155,-1,9,0.5612999154128429,0.9378486880060212,56,0.4476308489228744,0.9857491896502233,5,0.15,0.006
156,-1,9,0.7667157782301296,0.9709158704859979,56,0.6649598074421328,0.9927402537650291,5,0.15,0.006
157,-1,9,0.6194005045651381,0.9481689479895531,56,0.5557713581087612,0.9895655651147874,5,0.15,0.006
158,-1,9,0.8539733237009296,0.9826134410405035,56,0.6226367462798211,0.9915751184466761,5,0.15,0.006
159,-1,9,0.5848563737061948,0.9421424686710722,56,0.8694050764026205,0.9975040821122046,5,0.15,0.006
160,-1,9,0.6159138295464645,0.9475744201932244,56,0.7417556362016421,0.9946796424083141,5,0.15,0.006
161,-1,9,0.506904058783936,0.9272865793994112,56,0.6500795457112629,0.9923391283282638,5,0.15,0.006
162,-1,9,0.48315100032640385,0.9223549824577819,56,0.5631019126703642,0.9897971442889434,5,0.15,0.006
163,-1,9,0.680908651626302,0.9581959191825563,56,0.6306569944294277,0.9918017696779943,5,0.15,0.006
164,-1,9,0.6034755990583226,0.9454288639190577,56,0.5870351681046164,0.9905331216335451,5,0.15,0.006
165,-1,9,0.6381168029973063,0.9513103949469809,56,0.49759967264284477,0.9876137878597957,5,0.15,0.006
166,-1,9,0.412898836438476,0.9063917879825438,56,0.7127313304402678,0.9939709135893041,5,0.15,0.006
167,-1,9,0.7749189705287896,0.9720646359849281,56,0.5070847846339063,0.9879468521075541,5,0.15,0.006
168,-1,9,0.6570393693815657,0.9544042772537401,56,0.43646253164073,0.9853045346963064,5,0.15,0.006
169,-1,9,0.6447240706714433,0.9523998548329244,56,0.5594921388320788,0.9896834805387187,5,0.15,0.006
170,-1,9,0.5000025738810538,0.925875241861941,56,0.6176689992903359,0.9914332879697759,5,0.15,0.006
171,-1,9,0.33615214982087444,0.8859166766743319,56,0.8161368573052384,0.9963784803494978,5,0.15,0.006
172,-1,9,0.6980800363736995,0.9608511966787601,56,0.6747465897621638,0.9929992970147141,5,0.15,0.006
173,-1,9,0.5469570106591646,0.9351551892669888,56,0.6430289493476622,0.9921459070318928,5,0.15,0.006
174,-1,9,0.37922921443819335,0.897865552210947,56,0.6658476433021023,0.9927639075311125,5,0.15,0.006
175,-1,9,0.7257024503713697,0.9650031526223071,56,0.6546265270188726,0.9924626494866999,5,0.15,0.006
176,-1,9,0.4638538068015865,0.9181872041104292,56,0.5417334784108699,0.9891135987613414,5,0.15,0.006
177,-1,9,0.5638895696115779,0.9383284747051177,56,0.6942090806800071,0.9935036556715582,5,0.15,0.006
178,-1,9,0.8305346745193927,0.9795796447455013,56,0.560548002543257,0.9897168016905623,5,0.15,0.006
179,-1,9,0.7005396497261509,0.9612267712140379,56,0.3157398463915414,0.9796240834690234,5,0.15,0.006
180,-1,9,0.5972412742327401,0.9443386329035485,56,0.6760488381163319,0.9930334873024765,5,0.15,0.006
181,-1,9,0.6223506565756965,0.9486696720961915,56,0.6180746906358907,0.9914449124988618,5,0.15,0.006
182,-1,9,0.827714294785068,0.9792094728557087,56,0.6398691480135122,0.9920586366436948,5,0.15,0.006
183,-1,9,0.5689030117101302,0.9392517780469436,56,0.5435372162888037,0.9891723121004711,5,0.15,0.006
184,-1,9,0.6801301515235253,0.9580741317663853,56,0.6402660863417299,0.9920696228794567,5,0.15,0.006
185,-1,9,0.7365216855136955,0.9665912014709563,56,0.6377749583865151,0.9920005637995333,5,0.15,0.006
186,-1,9,0.7705570317596658,0.9714551483566751,56,0.4939809417227726,0.9874850723140431,5,0.15,0.006
187,-1,9,0.661669601728598,0.9551492577718332,56,0.43499447897664745,0.9852452564340114,5,0.15,0.006
188,-1,9,0.5750733081419863,0.9403782568403722,56,0.5645414179644013,0.9898422716369261,5,0.15,0.006
189,-1,9,0.595039567746839,0.943951190199727,56,0.5261848126105803,0.9885993644881828,5,0.15,0.006
190,-1,9,0.48504757903672274,0.9227565763497658,56,0.4215926635247048,0.9846948385920021,5,0.15,0.006
191,-1,9,0.7095426628593662,0.9625915768278358,56,0.7138226494033445,0.9939980707995215,5,0.15,0.006
192,-1,9,0.5280423195407661,0.931505480612507,56,0.6323063219646671,0.9918480283749727,5,0.15,0.006
193,-1,9,0.5679078210904622,0.9390690751428085,56,0.5417206153818117,0.9891131793687202,5,0.15,0.006
194,-1,9,0.5636598512268005,0.9382859939014185,56,0.6492736730370935,0.9923171478805722,5,0.15,0.006
195,-1,9,0.7452424825948337,0.9678562187733187,56,0.37939286723352494,0.9828420634236249,5,0.15,0.006
196,-1,9,0.6090019718700032,0.946386952753066,56,0.5736396483740751,0.990124905884669,5,0.15,0.006
197,-1,9,0.5363962095042544,0.9331315113743264,56,0.6596809394933743,0.9925989701878426,5,0.15,0.006
198,-1,9,0.741121353063268,0.9672600670651834,56,0.605986183306632,0.9910952752056054,5,0.15,0.006
199,-1,9,0.6727888871253046,0.9569195409438529,56,0.7292694475480177,0.9943781477546259,5,0.15,0.006
200,-1,9,0.6557740555212886,0.9541998829700616,56,0.7472645385699059,0.9948110802338734,5,0.15,0.006
201,-1,9,0.3978099797178423,0.9026502760898768,56,0.4724275028283934,0.9866987014627252,5,0.15,0.006
202,-1,9,0.5439202045348689,0.9345768546805047,56,0.6938627750684779,0.9934948033518061,5,0.15,0.006
203,-1,9,0.5614386710237483,0.93787444517531,56,0.7165450237434553,0.9940656390931377,5,0.15,0.006
204,-1,9,0.6637669786390231,0.9554851910149287,56,0.6528514289209025,0.9924145285734078,5,0.15,0.006
205,-1,9,0.6313797930999603,0.9501891683484236,56,0.5821904086044322,0.9903865482078729,5,0.15,0.006
206,-1,9,0.5870593849415797,0.9425361235252825,56,0.694309566417368,0.9935062234923281,5,0.15,0.006
207,-1,9,0.6832976107229604,0.958568873318479,56,0.6618036280853035,0.9926559148223505,5,0.15,0.006
208,-1,9,0.6799098727428742,0.9580396491855323,56,0.7335001545202048,0.9944808675632121,5,0.15,0.006
209,-1,9,0.6355014775574227,0.9508763869745518,56,0.7754579285351593,0.9954691961185962,5,0.15,0.006
210,-1,9,0.6877836018596504,0.9592660863300364,56,0.8494169082268037,0.9970898649045566,5,0.15,0.006
211,-1,9,0.33695052696445527,0.8861502184520061,56,0.6603111895409849,0.9926158964502874,5,0.15,0.006
212,-1,9,0.6503786699856475,0.9533243781874383,56,0.5914764379319093,0.9906664478481257,5,0.15,0.006
213,-1,9,0.5096621661789803,0.9278458332111803,56,0.5016787473501098,0.9877577798497558,5,0.15,0.006
214,-1,9,0.5470249493068908,0.9351680949474958,56,0.7641010726516266,0.9952069661991345,5,0.15,0.006
215,-1,9,0.49819794530129846,0.9255033443835895,56,0.8435891504647,0.9969672920586788,5,0.15,0.006
216,-1,9,0.3251610554243809,0.8826504052614108,56,0.4615726793104627,0.9862892223495947,5,0.15,0.006
217,-1,9,0.8440653241997907,0.9813401373959356,56,0.5738752147485182,0.9901321650807963,5,0.15,0.006
218,-1,9,0.725798080864589,0.9650172812049016,56,0.7674458234288508,0.9952845920667266,5,0.15,0.006
219,-1,9,0.5190757400419151,0.9297345501316192,56,0.6129849834971309,0.9912985281460419,5,0.15,0.006
220,-1,9,0.4078334140443292,0.9051494912632032,56,0.8457205966514146,0.99701221808209,5,0.15,0.006
221,-1,9,0.39510242375907434,0.901965582665595,56,0.41319470910449224,0.9843411036957539,5,0.15,0.006
222,-1,9,0.5837065967793483,0.9419364919227647,56,0.725469180055288,0.9942853786286132,5,0.15,0.006
223,-1,9,0.6583472153286739,0.9546151746258026,56,0.6697232889126608,0.9928668012282316,5,0.15,0.006
224,-1,9,0.643819331038192,0.9522512621032139,56,0.6023498944721198,0.9909887613814936,5,0.15,0.006
225,-1,9,0.658073669897872,0.9545710947360029,56,0.6565983439164415,0.9925159532087486,5,0.15,0.006
226,-1,9,0.6350611686848454,0.9508031625111817,56,0.5251207338010044,0.9885636290235322,5,0.15,0.006
227,-1,9,0.8305104883331457,0.9795764750868989,56,0.5845880623020491,0.9904592359701345,5,0.15,0.006
228,-1,9,0.6852253529841658,0.9588689801973793,56,0.8237012003326067,0.9965426434010708,5,0.15,0.006
229,-1,9,0.6285424416358755,0.949713768515407,56,0.5849052853703964,0.9904688310301334,5,0.15,0.006
230,-1,9,0.762547500260251,0.9703279574993022,56,0.6519976359420578,0.9923913374188554,5,0.15,0.006
231,-1,9,0.6317950846116641,0.9502585912908333,56,0.7168047656668789,0.9940720726079655,5,0.15,0.006
232,-1,9,0.5219377111636327,0.9303027342979837,56,0.5436954331051047,0.9891774530721021,5,0.15,0.006
233,-1,9,0.7736499120071394,0.9718876274106235,56,0.4770111542121835,0.9868688436492355,5,0.15,0.006
234,-1,9,0.6465173707845882,0.9526938360780873,56,0.5680624902548465,0.9899521799039401,5,0.15,0.006
235,-1,9,0.7219584677484533,0.9644487064772063,56,0.6423521211307536,0.9921272492493717,5,0.15,0.006
236,-1,9,0.5244520353770912,0.9307996198591316,56,0.7198788949473619,0.9941480418990418,5,0.15,0.006
237,-1,9,0.5918017672064269,0.9433791008105928,56,0.5651488016258586,0.9898612787392715,5,0.15,0.006
238,-1,9,0.5219986693229133,0.930314806108599,56,0.6883785771360705,0.9933540339332175,5,0.15,0.006
239,-1,9,0.6940727349357881,0.9602367686166053,56,0.8752288338418536,0.9976230098396698,5,0.15,0.006
240,-1,9,0.6964628377452964,0.9606036145165233,56,0.724440512681027,0.9942601855289348,5,0.15,0.006
241,-1,9,0.6039200165819019,0.9455061988505823,56,0.5910742655334507,0.9906544152533044,5,0.15,0.006
242,-1,9,0.8492963454560402,0.9820140355465936,56,0.6412078630408515,0.992095662104637,5,0.15,0.006
243,-1,9,0.8366108355992515,0.9803733528551888,56,0.4436227423057823,0.9855908774366433,5,0.15,0.006
244,-1,9,0.4571485014157471,0.9167028655731064,56,0.5058442753493044,0.9879036418098758,5,0.15,0.006
245,-1,9,0.6639660118939986,0.9555170207909459,56,0.5203360780324506,0.9884020597629295,5,0.15,0.006
246,-1,9,0.6683593861910669,0.9562174665628016,56,0.7820333409748256,0.9956193036540012,5,0.15,0.006
247,-1,9,0.6331406477278992,0.9504832464516294,56,0.43166626528554336,0.9851101360871504,5,0.15,0.006
248,-1,9,0.7487905385406357,0.9683671283134824,56,0.4886615501455058,0.9872941743970471,5,0.15,0.006
249,-1,9,0.6685738707791731,0.9562515574472291,56,0.8091486131647507,0.996225486470737,5,0.15,0.006
250,-1,9,0.6111925777524737,0.9467645931979876,56,0.7237870817760628,0.9942441640943572,5,0.15,0.006
251,-1,9,0.5633137464128264,0.9382219612017816,56,0.3465319314600956,0.9812532984647488,5,0.15,0.006
252,-1,9,0.46226034643913033,0.9178361994602418,56,0.36691221224416026,0.9822551723878366,5,0.15,0.006
253,-1,9,0.6277288343581806,0.9495770962400851,56,0.8055596080540876,0.9961464071163998,5,0.15,0.006
254,-1,9,0.6411510844742543,0.9518119508789362,56,0.6480480094640484,0.9922836660750378,5,0.15,0.006
255,-1,9,0.76595566028207,0.9708088721279184,56,0.6636365111122485,0.9927049408082129,5,0.15,0.006
256,-1,9,0.7165909787273117,0.9636493601740597,56,0.7797262021549659,0.9955667765212907,5,0.15,0.006
257,-1,9,0.6390390738772496,0.951463066892863,56,0.7447375887872094,0.9947509078756932,5,0.15,0.006
258,-1,9,0.7863471785837549,0.9736471401203074,56,0.7903229802628395,0.9958067879303092,5,0.15,0.006
259,-1,9,0.5850320984452988,0.9421739171586494,56,0.408836320987647,0.984154728449199,5,0.15,0.006
260,-1,9,0.4738872579584001,0.9203730479534157,56,0.5825102207131662,0.9903962606721599,5,0.15,0.006
261,-1,9,0.6470140879093493,0.9527751362624993,56,0.43152620721073365,0.985104427534515,5,0.15,0.006
262,-1,9,0.5933727469038041,0.9436570249213687,56,0.7344934209141072,0.9945048993079036,5,0.15,0.006
263,-1,9,0.5677702578897251,0.9390437981030656,56,0.633969976777437,0.9918945690078304,5,0.15,0.006
264,-1,9,0.4918484832561967,0.9241852595519485,56,0.7422292429089179,0.9946909798758509,5,0.15,0.006
265,-1,9,0.6605795246360864,0.9549742880222252,56,0.6282656986839347,0.9917344895408582,5,0.15,0.006
266,-1,9,0.6340995445246657,0.9506430849823057,56,0.5984851649488915,0.9908748615755796,5,0.15,0.006
267,-1,9,0.5408589203240841,0.9339909461483218,56,0.6558449939171747,0.9924956066348347,5,0.15,0.006
268,-1,9,0.6348188094950507,0.9507628383153043,56,0.46743436878378614,0.986511504583457,5,0.15,0.006
269,-1,9,0.24458746352710053,0.8551617034282889,56,0.6694485096189555,0.9928595254562397,5,0.15,0.006
270,-1,9,0.619576965336088,0.9481989579106412,56,0.4979956636929302,0.987627817118938,5,0.15,0.006
271,-1,9,0.732728835426928,0.9660368610480217,56,0.3577203043995824,0.9818102553314584,5,0.15,0.006
272,-1,9,0.698746893319384,0.9609531395289576,56,0.7934829762071166,0.9958777485915642,5,0.15,0.006
273,-1,9,0.6588047565961297,0.9546888677526595,56,0.5063011548463957,0.9879195682544946,5,0.15,0.006
274,-1,9,0.5155949608781235,0.9290397496878124,56,0.5875566479627137,0.9905488276124753,5,0.15,0.006
275,-1,9,0.3819571304364328,0.8985808940154744,56,0.5548368766862519,0.9895358286112071,5,0.15,0.006
276,-1,9,0.7270286328011129,0.9651989371789722,56,0.6575314238723108,0.9925411221908179,5,0.15,0.006
277,-1,9,0.6599185148284152,0.9548680634015971,56,0.7426672965495142,0.9947014599305086,5,0.15,0.006
278,-1,9,0.5504995835719289,0.9358262470289469,56,0.7125906026879201,0.9939674086406238,5,0.15,0.006
279,-1,9,0.6243065287659306,0.9490004770433258,56,0.7834989985258569,0.9956525936030849,5,0.15,0.006
280,-1,9,0.7883586740683386,0.9739235608293776,56,0.7227797019481357,0.9942194363529572,5,0.15,0.006
281,-1,9,0.4569008356380968,0.9166476706194451,56,0.5558848019384215,0.9895691717127756,5,0.15,0.006
282,-1,9,0.6363500644914705,0.951017381980254,56,0.5830361390518101,0.9904122210530673,5,0.15,0.006
283,-1,9,0.7826846537968106,0.9731422160776778,56,0.5016746168676076,0.9877576346254626,5,0.15,0.006
284,-1,9,0.5859598401110833,0.9423398109154248,56,0.4653357511828314,0.9864322387386202,5,0.15,0.006
285,-1,9,0.6402725719212686,0.9516669532635416,56,0.4782016996524014,0.9869127732357681,5,0.15,0.006
286,-1,9,0.8019262088032026,0.9757718106382218,56,0.7723066411307676,0.9953968129288624,5,0.15,0.006
287,-1,9,0.5969194998896225,0.9442820883392103,56,0.4322210989312276,0.9851327323940371,5,0.15,0.006
288,-1,9,0.6711926632882229,0.9566670148340509,56,0.49262185360654087,0.9874364912108329,5,0.15,0.006
289,-1,9,0.5765385072613072,0.9406441714709504,56,0.7442749661397152,0.9947398700775537,5,0.15,0.006
290,-1,9,0.46233185438279895,0.9178519741368628,56,0.7288921784975301,0.9943689594146137,5,0.15,0.006
291,-1,9,0.3800995632819124,0.8980942794010008,56,0.748729811892722,0.9948458802148645,5,0.15,0.006
292,-1,9,0.5316655119224226,0.9322134994956957,56,0.4871806508386292,0.9872406658643773,5,0.15,0.006
293,-1,9,0.7478458348350397,0.9682313043352675,56,0.654505403879347,0.992459370050946,5,0.15,0.006
294,-1,9,0.5529045594717056,0.9362796294681821,56,0.806170351347584,0.9961598885019465,5,0.15,0.006
295,-1,9,0.7061304990845674,0.9620761334663653,56,0.6100875518362215,0.9912146613874749,5,0.15,0.006
296,-1,9,0.6703054587237615,0.9565264262247631,56,0.7988378433694135,0.9959973658498102,5,0.15,0.006
297,-1,9,0.7219120260840406,0.9644418129006392,56,0.5565828399239321,0.9895913477896227,5,0.15,0.006
298,-1,9,0.4537848999662944,0.9159509695561248,56,0.6997880190234498,0.9936456707592755,5,0.15,0.006
299,-1,9,0.41885006992955987,0.9078341388857213,56,0.36320003867315626,0.9820768239771247,5,0.15,0.006
300,-1,9,0.5722337030465366,0.9398611862646973,56,0.7362354595357968,0.9945469703668224,5,0.15,0.006
301,-1,9,0.5868878365992618,0.9425055168331338,56,0.582030078307654,0.9903816771196489,5,0.15,0.006
302,-1,9,0.663032904798182,0.9553677231387885,56,0.7007940063734924,0.993671160365689,5,0.15,0.006
303,-1,9,0.6783927964406592,0.9578018950248842,56,0.4862427035513871,0.9872066928301426,5,0.15,0.006
304,-1,9,0.48769808538788356,0.923315479742511,56,0.40989137700799444,0.9842000235909693,5,0.15,0.006
305,-1,9,0.7098095204526702,0.9626317955266461,56,0.6003549052404195,0.9909300557527246,5,0.15,0.006
306,-1,9,0.5272946821163806,0.9313588452707982,56,0.7923192174121774,0.9958516476396825,5,0.15,0.006
307,-1,9,0.5623302985950319,0.938039822903162,56,0.6027526299834518,0.9910005893248209,5,0.15,0.006
